Unnamed: 0,Review,Cleaned_Review,Relevance_Score
"Đúng với mô tả:đồng hồ giống như hình
Màu sắc:bắt mắt
Chất liệu:tốt","ng vi m tng h ging nh hnh
mu scbt mt
cht liutt","['ng', 'vi', 'm', 'tng', 'h', 'ging', 'nh', 'hnh', 'mu', 'scbt', 'mt', 'cht', 'liutt']",50
"Chất liệu:kim loại
Màu sắc:màu bạc
Đúng với mô tả:đúng

Hàng giao nhanh, rẻ mà nhẫn rất đẹp","cht liukim loi
mu scmu bc
ng vi m tng

hng giao nhanh r m nhn rt p","['cht', 'liukim', 'loi', 'mu', 'scmu', 'bc', 'ng', 'vi', 'm', 'tng', 'hng', 'giao', 'nhanh', 'r', 'm', 'nhn', 'rt', 'p']",50
"Chất liệu:tốt
Đúng với mô tả:👍
Màu sắc:kim loại

Rất đẹp 😍👍👍👍","cht liutt
ng vi m t
mu sckim loi

rt p ","['cht', 'liutt', 'ng', 'vi', 'm', 't', 'mu', 'sckim', 'loi', 'rt', 'p']",50
"Chất liệu:chất liệu tốt vừa ngón tay
Đúng với mô tả:đúng mô tả
Màu sắc:đẹp","cht liucht liu tt va ngn tay
ng vi m tng m t
mu scp","['cht', 'liucht', 'liu', 'tt', 'va', 'ngn', 'tay', 'ng', 'vi', 'm', 'tng', 'm', 't', 'mu', 'scp']",50
mua chơi chơi vì thấy rẻ quá về cho trẻ đeo chơi cũng dc nè,mua chi chi v thy r qu v cho tr eo chi cng dc n,"['mua', 'chi', 'chi', 'v', 'thy', 'r', 'qu', 'v', 'cho', 'tr', 'eo', 'chi', 'cng', 'dc', 'n']",50
"Mua ve cho con chơi cũng đc, chứ đồng hồ rẻ lấy đâu ra đồng hồ thiệt 😂😂",mua ve cho con chi cng c ch ng h r ly u ra ng h thit,"['mua', 've', 'cho', 'con', 'chi', 'cng', 'c', 'ch', 'ng', 'h', 'r', 'ly', 'u', 'ra', 'ng', 'h', 'thit']",50
"Màu sắc:rất đẹp
Chất liệu:tốt
Đúng với mô tả:có

Sản phẩm rất đẹp và hoạt động tốt!!!","mu scrt p
cht liutt
ng vi m tc

sn phm rt p v hot ng tt","['mu', 'scrt', 'p', 'cht', 'liutt', 'ng', 'vi', 'm', 'tc', 'sn', 'phm', 'rt', 'p', 'v', 'hot', 'ng', 'tt']",50
"Chất liệu:toots

Shop ơi mình ko biết chỉnh giờ trên đồng hồ mãi mà ko chỉnh dc mong shop hướng dẫn mình !","cht liutoots

shop i mnh ko bit chnh gi trn ng h mi m ko chnh dc mong shop hng dn mnh ","['cht', 'liutoots', 'shop', 'i', 'mnh', 'ko', 'bit', 'chnh', 'gi', 'trn', 'ng', 'h', 'mi', 'm', 'ko', 'chnh', 'dc', 'mong', 'shop', 'hng', 'dn', 'mnh']",50
"Bị kênh màn hình, với giá này k dám mong ước gì 🤣🤣🤣 làm đồ chơi cho con vậy",b knh mn hnh vi gi ny k dm mong c g  lm  chi cho con vy,"['b', 'knh', 'mn', 'hnh', 'vi', 'gi', 'ny', 'k', 'dm', 'mong', 'c', 'g', 'lm', 'chi', 'cho', 'con', 'vy']",50
"Chất liệu:đúng
Đúng với mô tả:rất vừa lòng

Nên mua nha các bạn 
Tuyệt vời nhất 
😻","cht liung
ng vi m trt va lng

nn mua nha cc bn 
tuyt vi nht 
","['cht', 'liung', 'ng', 'vi', 'm', 'trt', 'va', 'lng', 'nn', 'mua', 'nha', 'cc', 'bn', 'tuyt', 'vi', 'nht']",50
"Đúng với mô tả:đúng với miêu tả
Màu sắc:Hồng

Với giá này thì k có mong chờ gì hơn","ng vi m tng vi miu t
mu schng

vi gi ny th k c mong ch g hn","['ng', 'vi', 'm', 'tng', 'vi', 'miu', 't', 'mu', 'schng', 'vi', 'gi', 'ny', 'th', 'k', 'c', 'mong', 'ch', 'g', 'hn']",50
"Màu sắc:hong
Chất liệu:tot
Đúng với mô tả:dung

Shop đóng gói cẩn thận . Giao hàng khá nhanh . Chất lượng sản phẩm tốt","mu schong
cht liutot
ng vi m tdung

shop ng gi cn thn  giao hng kh nhanh  cht lng sn phm tt","['mu', 'schong', 'cht', 'liutot', 'ng', 'vi', 'm', 'tdung', 'shop', 'ng', 'gi', 'cn', 'thn', 'giao', 'hng', 'kh', 'nhanh', 'cht', 'lng', 'sn', 'phm', 'tt']",50
"Đúng với mô tả:đúng vs mô tả
Màu sắc:bạc
Chất liệu:bạc

Đc nha!!","ng vi m tng vs m t
mu scbc
cht liubc

c nha","['ng', 'vi', 'm', 'tng', 'vs', 'm', 't', 'mu', 'scbc', 'cht', 'liubc', 'c', 'nha']",50
"Màu sắc:bạc
Chất liệu:k bik
Đúng với mô tả:đúng

Nhẫn đẹp. SĂn giá ok nên mua","mu scbc
cht liuk bik
ng vi m tng

nhn p sn gi ok nn mua","['mu', 'scbc', 'cht', 'liuk', 'bik', 'ng', 'vi', 'm', 'tng', 'nhn', 'p', 'sn', 'gi', 'ok', 'nn', 'mua']",50
"Màu sắc:đẹp
Đúng với mô tả:ko có đồng hồ chỉ có nhẫn
Chất liệu:tốt

Tốt nhưng sai mẫu ko nên mua","mu scp
ng vi m tko c ng h ch c nhn
cht liutt

tt nhng sai mu ko nn mua","['mu', 'scp', 'ng', 'vi', 'm', 'tko', 'c', 'ng', 'h', 'ch', 'c', 'nhn', 'cht', 'liutt', 'tt', 'nhng', 'sai', 'mu', 'ko', 'nn', 'mua']",50
"Đúng với mô tả:Ýe
Chất liệu:Ko rành^_^
Màu sắc:DH06_TRẮNG

Very good^_^!!","ng vi m te
cht liuko rnh
mu scdhtrng

very good","['ng', 'vi', 'm', 'te', 'cht', 'liuko', 'rnh', 'mu', 'scdhtrng', 'very', 'good']",50
"Chất liệu:nhựa
Đúng với mô tả:tốt,xịn lắm
Màu sắc:đen

Giao hàng nhanh cực,hàng xịn,chất lương tốt,shipper thân thiện cực kì,dth nx","cht liunha
ng vi m tttxn lm
mu scen

giao hng nhanh cchng xncht lng ttshipper thn thin cc kdth nx","['cht', 'liunha', 'ng', 'vi', 'm', 'tttxn', 'lm', 'mu', 'scen', 'giao', 'hng', 'nhanh', 'cchng', 'xncht', 'lng', 'ttshipper', 'thn', 'thin', 'cc', 'kdth', 'nx']",50
"Màu sắc:hồng
Chất liệu:nhựa

Sản phảm chỉ xem dc h nhg cx pk cho cái hộp để đựng chứ shop ơi","mu schng
cht liunha

sn phm ch xem dc h nhg cx pk cho ci hp  ng ch shop i","['mu', 'schng', 'cht', 'liunha', 'sn', 'phm', 'ch', 'xem', 'dc', 'h', 'nhg', 'cx', 'pk', 'cho', 'ci', 'hp', 'ng', 'ch', 'shop', 'i']",50
Hihi hàng đẹp dùng ok.lại mua thêm ủng hộ shop,hihi hng p dng okli mua thm ng h shop,"['hihi', 'hng', 'p', 'dng', 'okli', 'mua', 'thm', 'ng', 'h', 'shop']",50
"Nhẫn giống mẫu , xinh lắm , kích thước vừa tay",nhn ging mu  xinh lm  kch thc va tay,"['nhn', 'ging', 'mu', 'xinh', 'lm', 'kch', 'thc', 'va', 'tay']",50
"Đã nhận được hàng, hàng đúng như quang cáo ok",nhn c hng hng ng nh quang co ok,"['nhn', 'c', 'hng', 'hng', 'ng', 'nh', 'quang', 'co', 'ok']",50
"Đúng với mô tả:💯
Màu sắc:k chê nhé
Chất liệu:tốt","ng vi m t
mu sck ch nh
cht liutt","['ng', 'vi', 'm', 't', 'mu', 'sck', 'ch', 'nh', 'cht', 'liutt']",50
"Chất liệu:cao su
Đúng với mô tả:đúng như ảnh và mô tả
Màu sắc:màu trắng

Sản phẩm OK chất lượng","cht liucao su
ng vi m tng nh nh v m t
mu scmu trng

sn phm ok cht lng","['cht', 'liucao', 'su', 'ng', 'vi', 'm', 'tng', 'nh', 'nh', 'v', 'm', 't', 'mu', 'scmu', 'trng', 'sn', 'phm', 'ok', 'cht', 'lng']",50
"Chất liệu:chất lượng ok nên mua
Màu sắc:trắng
Đúng với mô tả:đúng vs sản phẩm mà đc giao","cht liucht lng ok nn mua
mu sctrng
ng vi m tng vs sn phm m c giao","['cht', 'liucht', 'lng', 'ok', 'nn', 'mua', 'mu', 'sctrng', 'ng', 'vi', 'm', 'tng', 'vs', 'sn', 'phm', 'm', 'c', 'giao']",50
"Màu sắc:bac

Tốt , rẻ, đeo rất đẹp, 10 điểm","mu scbac

tt  r eo rt p  im","['mu', 'scbac', 'tt', 'r', 'eo', 'rt', 'p', 'im']",50
"Đúng với mô tả:đúng
Màu sắc:hồng
Chất liệu:được

Hình ảnh mang tính chất nhận xu 
Sp giao hàng nhanh , trẻ con dùng lúc đầu thích .chỉnh giờ hơi loạn","ng vi m tng
mu schng
cht liuc

hnh nh mang tnh cht nhn xu 
sp giao hng nhanh  tr con dng lc u thch chnh gi hi lon","['ng', 'vi', 'm', 'tng', 'mu', 'schng', 'cht', 'liuc', 'hnh', 'nh', 'mang', 'tnh', 'cht', 'nhn', 'xu', 'sp', 'giao', 'hng', 'nhanh', 'tr', 'con', 'dng', 'lc', 'u', 'thch', 'chnh', 'gi', 'hi', 'lon']",50
"Màu sắc:trắng
Đúng với mô tả:đúng
Chất liệu:sắt

Hàng đẹp tốt xinh xắn dùng cho các ac e","mu sctrng
ng vi m tng
cht liust

hng p tt xinh xn dng cho cc ac e","['mu', 'sctrng', 'ng', 'vi', 'm', 'tng', 'cht', 'liust', 'hng', 'p', 'tt', 'xinh', 'xn', 'dng', 'cho', 'cc', 'ac', 'e']",50
Chất liệu:đẹp rẻ đẽ xài,cht liup r  xi,"['cht', 'liup', 'r', 'xi']",50
"Đúng với mô tả:đúng
Chất liệu:nhựa dẻo
Màu sắc:trắng xám

Dùng rất tốt.Nhưng phải chỉnh lại giờ cho đồng hồ nói chung là rất ukki nha.","ng vi m tng
cht liunha do
mu sctrng xm

dng rt ttnhng phi chnh li gi cho ng h ni chung l rt ukki nha","['ng', 'vi', 'm', 'tng', 'cht', 'liunha', 'do', 'mu', 'sctrng', 'xm', 'dng', 'rt', 'ttnhng', 'phi', 'chnh', 'li', 'gi', 'cho', 'ng', 'h', 'ni', 'chung', 'l', 'rt', 'ukki', 'nha']",50
"Mẫu xinh, giá cả hợp lý với chất lượng. Bé thích đeo.sẽ còn quay lại",mu xinh gi c hp l vi cht lng b thch eos cn quay li,"['mu', 'xinh', 'gi', 'c', 'hp', 'l', 'vi', 'cht', 'lng', 'b', 'thch', 'eos', 'cn', 'quay', 'li']",50
"Đúng với mô tả:đúng

Sản phẩm tốt phù hợp với các bạn còn nam bọn tui thì thôi","ng vi m tng

sn phm tt ph hp vi cc bn cn nam bn tui th thi","['ng', 'vi', 'm', 'tng', 'sn', 'phm', 'tt', 'ph', 'hp', 'vi', 'cc', 'bn', 'cn', 'nam', 'bn', 'tui', 'th', 'thi']",50
"Đúng với mô tả:đúng hình
Chất liệu:nhựa
Màu sắc:đen

Cho cháu nhỏ rất thích","ng vi m tng hnh
cht liunha
mu scen

cho chu nh rt thch","['ng', 'vi', 'm', 'tng', 'hnh', 'cht', 'liunha', 'mu', 'scen', 'cho', 'chu', 'nh', 'rt', 'thch']",50
"Màu sắc:tạm được
Đúng với mô tả:hình ảnh chỉ mang tính chất minh hoạ
Chất liệu:tạm được","mu sctm c
ng vi m thnh nh ch mang tnh cht minh ho
cht liutm c","['mu', 'sctm', 'c', 'ng', 'vi', 'm', 'thnh', 'nh', 'ch', 'mang', 'tnh', 'cht', 'minh', 'ho', 'cht', 'liutm', 'c']",50
"Đúng với mô tả:nó ko có xem ngày tháng được
Màu sắc:màu khá xinh
Chất liệu:bằng nhựa","ng vi m tn ko c xem ngay thng c
mu scmu kha xinh
cht liubng nha","['ng', 'vi', 'm', 'tn', 'ko', 'c', 'xem', 'ngay', 'thng', 'c', 'mu', 'scmu', 'kha', 'xinh', 'cht', 'liubng', 'nha']",50
"Đúng với mô tả:đúng
Màu sắc:bthuong
Chất liệu:kh bị rỉ","ng vi m tng
mu scbthuong
cht liukh b r","['ng', 'vi', 'm', 'tng', 'mu', 'scbthuong', 'cht', 'liukh', 'b', 'r']",50
"Chất liệu:nghĩ là nhôm
Màu sắc:bạc
Đúng với mô tả:đúng","cht liungh l nhm
mu scbc
ng vi m tng","['cht', 'liungh', 'l', 'nhm', 'mu', 'scbc', 'ng', 'vi', 'm', 'tng']",50
"Đúng là chỉ để xem giờ cho trẻ thôi, ko kỳ vọng. Ổn so với giá của 1 món đồ chơi của trẻ con",ng l ch  xem gi cho tr thi ko k vng n so vi gi ca  mn  chi ca tr con,"['ng', 'l', 'ch', 'xem', 'gi', 'cho', 'tr', 'thi', 'ko', 'k', 'vng', 'n', 'so', 'vi', 'gi', 'ca', 'mn', 'chi', 'ca', 'tr', 'con']",50
"Chất liệu:k
Màu sắc:bạc
Đúng với mô tả:đúng mô tả

Giao hàng nhanh. Đóng gói cẩn thận.","cht liuk
mu scbc
ng vi m tng m t

giao hng nhanh ng gi cn thn","['cht', 'liuk', 'mu', 'scbc', 'ng', 'vi', 'm', 'tng', 'm', 't', 'giao', 'hng', 'nhanh', 'ng', 'gi', 'cn', 'thn']",50
"Chất liệu:kim loại
Đúng với mô tả:đúngq

Xinh mà rẻ nữa,  nên mua 😊😊","cht liukim loi
ng vi m tngq

xinh m r na  nn mua ","['cht', 'liukim', 'loi', 'ng', 'vi', 'm', 'tngq', 'xinh', 'm', 'r', 'na', 'nn', 'mua']",50
"Đúng với mô tả:ok
Màu sắc:đẹp
Chất liệu:ok","ng vi m tok
mu scp
cht liuok","['ng', 'vi', 'm', 'tok', 'mu', 'scp', 'cht', 'liuok']",50
"Chất liệu:Cao su
Đúng với mô tả:ok
Màu sắc:Đen

Chỉ để xem giờ thì ok","cht liucao su
ng vi m tok
mu scen

ch  xem gi th ok","['cht', 'liucao', 'su', 'ng', 'vi', 'm', 'tok', 'mu', 'scen', 'ch', 'xem', 'gi', 'th', 'ok']",50
"Đúng với mô tả:đúng như hình

Hàng rất đẹp mik rất thích mha MN nên mua ạ","ng vi m tng nh hnh

hng rt p mik rt thch mha mn nn mua ","['ng', 'vi', 'm', 'tng', 'nh', 'hnh', 'hng', 'rt', 'p', 'mik', 'rt', 'thch', 'mha', 'mn', 'nn', 'mua']",50
"Màu sắc:cũm oki
Đúng với mô tả:ok
Chất liệu:oke

Ko bt về nó có phai màu ko thuii","mu sccm oki
ng vi m tok
cht liuoke

ko bt v n c phai mu ko thuii","['mu', 'sccm', 'oki', 'ng', 'vi', 'm', 'tok', 'cht', 'liuoke', 'ko', 'bt', 'v', 'n', 'c', 'phai', 'mu', 'ko', 'thuii']",50
"Màu sắc:đúng
Đúng với mô tả:đẹp
Chất liệu:cao su

Theo mình đồng hô chỉ xem được giờ","mu scng
ng vi m tp
cht liucao su

theo mnh ng h ch xem c gi","['mu', 'scng', 'ng', 'vi', 'm', 'tp', 'cht', 'liucao', 'su', 'theo', 'mnh', 'ng', 'h', 'ch', 'xem', 'c', 'gi']",50
"Màu sắc:Hồng

Đẹp lắm nma chỉnh giờ kiểu gì v mò mãi vẫn chưa bt=))","mu schng

p lm nma chnh gi kiu g v m mi vn cha bt","['mu', 'schng', 'p', 'lm', 'nma', 'chnh', 'gi', 'kiu', 'g', 'v', 'm', 'mi', 'vn', 'cha', 'bt']",50
"Màu sắc:đen
Đúng với mô tả:đúng
Chất liệu:cao su

Tốt so vs tầm giá","mu scen
ng vi m tng
cht liucao su

tt so vs tm gi","['mu', 'scen', 'ng', 'vi', 'm', 'tng', 'cht', 'liucao', 'su', 'tt', 'so', 'vs', 'tm', 'gi']",50
"Đúng với mô tả:đung với mô tả
Chất liệu:nhựa
Màu sắc:trắng","ng vi m tung vi m t
cht liunha
mu sctrng","['ng', 'vi', 'm', 'tung', 'vi', 'm', 't', 'cht', 'liunha', 'mu', 'sctrng']",50
"Đúng với mô tả:đúng với mô tả
Chất liệu:ko biết nữa","ng vi m tng vi m t
cht liuko bit na","['ng', 'vi', 'm', 'tng', 'vi', 'm', 't', 'cht', 'liuko', 'bit', 'na']",50
"Màu sắc:bạc
Đúng với mô tả:đúng với mô tả

Nhẫn đẹp phù hợp với mình","mu scbc
ng vi m tng vi m t

nhn p ph hp vi mnh","['mu', 'scbc', 'ng', 'vi', 'm', 'tng', 'vi', 'm', 't', 'nhn', 'p', 'ph', 'hp', 'vi', 'mnh']",50
"Màu sắc:đúng như mô tả
Chất liệu:nhự dẻo

Với giá đó thì quá ok","mu scng nh m t
cht liunh do

vi gi  th qu ok","['mu', 'scng', 'nh', 'm', 't', 'cht', 'liunh', 'do', 'vi', 'gi', 'th', 'qu', 'ok']",50
"Đúng với mô tả:đúng vs mô tả
Màu sắc:đen
Chất liệu:sinicone","ng vi m tng vs m t
mu scen
cht liusinicone","['ng', 'vi', 'm', 'tng', 'vs', 'm', 't', 'mu', 'scen', 'cht', 'liusinicone']",50
"Màu sắc:đen
Chất liệu:nhựa
Đúng với mô tả:đúng mẫu

Sp ok","mu scen
cht liunha
ng vi m tng mu

sp ok","['mu', 'scen', 'cht', 'liunha', 'ng', 'vi', 'm', 'tng', 'mu', 'sp', 'ok']",50
"Đúng với mô tả:đúng với mô tả
Chất liệu:chưa biết
Màu sắc:ok","ng vi m tng vi m t
cht liucha bit
mu scok","['ng', 'vi', 'm', 'tng', 'vi', 'm', 't', 'cht', 'liucha', 'bit', 'mu', 'scok']",50
"Đúng với mô tả:cx đc
Chất liệu:hơi trầy
Màu sắc:bthw

Để đeo","ng vi m tcx c
cht liuhi try
mu scbthw

 eo","['ng', 'vi', 'm', 'tcx', 'c', 'cht', 'liuhi', 'try', 'mu', 'scbthw', 'eo']",50
"Màu sắc:bạc
Đúng với mô tả:đúng
Chất liệu:ko bt

Ns chung là okela","mu scbc
ng vi m tng
cht liuko bt

ns chung l okela","['mu', 'scbc', 'ng', 'vi', 'm', 'tng', 'cht', 'liuko', 'bt', 'ns', 'chung', 'l', 'okela']",50
"Chất liệu:ko phải bạc
Đúng với mô tả:đúng
Màu sắc:...

Ok nhé","cht liuko phi bc
ng vi m tng
mu sc

ok nh","['cht', 'liuko', 'phi', 'bc', 'ng', 'vi', 'm', 'tng', 'mu', 'sc', 'ok', 'nh']",50
"Chỉ xem giờ ngày tháng.
Này dành cho các bé để học xem giờ OK","ch xem gi ngy thng
ny dnh cho cc b  hc xem gi ok","['ch', 'xem', 'gi', 'ngy', 'thng', 'ny', 'dnh', 'cho', 'cc', 'b', 'hc', 'xem', 'gi', 'ok']",50
"Màu sắc:trắng
Đúng với mô tả:đúng như hình
Chất liệu:nhôm

Dùng ok","mu sctrng
ng vi m tng nh hnh
cht liunhm

dng ok","['mu', 'sctrng', 'ng', 'vi', 'm', 'tng', 'nh', 'hnh', 'cht', 'liunhm', 'dng', 'ok']",50
"Chất liệu:ngon
Đúng với mô tả:đúng
Màu sắc:cx ok

hơi rộng nma cx tạm vì 0đ mà","cht liungon
ng vi m tng
mu sccx ok

hi rng nma cx tm v  m","['cht', 'liungon', 'ng', 'vi', 'm', 'tng', 'mu', 'sccx', 'ok', 'hi', 'rng', 'nma', 'cx', 'tm', 'v', 'm']",50
"Đúng với mô tả:yes
Màu sắc:bạc
Chất liệu:sắt

cũng đc","ng vi m tyes
mu scbc
cht liust

cng c","['ng', 'vi', 'm', 'tyes', 'mu', 'scbc', 'cht', 'liust', 'cng', 'c']",50
Hình ảnh giống mô tả cho trẻ con dùng coi giờ còn về chất lượng thì tiền nào của đấy.,hnh nh ging m t cho tr con dng coi gi cn v cht lng th tin no ca y,"['hnh', 'nh', 'ging', 'm', 't', 'cho', 'tr', 'con', 'dng', 'coi', 'gi', 'cn', 'v', 'cht', 'lng', 'th', 'tin', 'no', 'ca', 'y']",50
Số trên đồng hồ chỉ giờ và dự liệu gì nữa không biết ??,s trn ng h ch gi v d liu g na khng bit,"['s', 'trn', 'ng', 'h', 'ch', 'gi', 'v', 'd', 'liu', 'g', 'na', 'khng', 'bit']",50
Giao nhanh đúng mẫu đẹp,giao nhanh ng mu p,"['giao', 'nhanh', 'ng', 'mu', 'p']",50
"Chất liệu:dung
Đúng với mô tả:dung
Màu sắc:mau hong

Giao hàng nhanh sẽ ủng hộ vào lần tieesp theo nhé ạ","cht liudung
ng vi m tdung
mu scmau hong

giao hng nhanh s ng h vo ln tieesp theo nh ","['cht', 'liudung', 'ng', 'vi', 'm', 'tdung', 'mu', 'scmau', 'hong', 'giao', 'hng', 'nhanh', 's', 'ng', 'h', 'vo', 'ln', 'tieesp', 'theo', 'nh']",50
"Màu sắc:đẹp
Chất liệu:tốt
Đúng với mô tả:có

thực sự ve rỳ gút ô kê la rất đẹp beautiful dùng rất tốt","mu scp
cht liutt
ng vi m tc

thc s ve r gt  k la rt p beautiful dng rt tt","['mu', 'scp', 'cht', 'liutt', 'ng', 'vi', 'm', 'tc', 'thc', 's', 've', 'r', 'gt', 'k', 'la', 'rt', 'p', 'beautiful', 'dng', 'rt', 'tt']",50
"Chất liệu:nhua
Màu sắc:đen
Đúng với mô tả:không giống lắm

ship về như mô hình í, mình thấy giá rẻ bất thường nên đặt về thử xem thế nào:)))","cht liunhua
mu scen
ng vi m tkhng ging lm

ship v nh m hnh  mnh thy gi r bt thng nn t v th xem th no","['cht', 'liunhua', 'mu', 'scen', 'ng', 'vi', 'm', 'tkhng', 'ging', 'lm', 'ship', 'v', 'nh', 'm', 'hnh', 'mnh', 'thy', 'gi', 'r', 'bt', 'thng', 'nn', 't', 'v', 'th', 'xem', 'th', 'no']",50
"Chất liệu:không rõ
Màu sắc:đen
Đúng với mô tả:đúng

Rẻ . Mua về cho trẻ con đeo nghịch, 
Chỉnh giờ kg đk, toàn bị loạn 
Giáo hàng nhanh. Shipper nhiệt tình","cht liukhng r
mu scen
ng vi m tng

r  mua v cho tr con eo nghch 
chnh gi kg k ton b lon 
gio hng nhanh shipper nhit tnh","['cht', 'liukhng', 'r', 'mu', 'scen', 'ng', 'vi', 'm', 'tng', 'r', 'mua', 'v', 'cho', 'tr', 'con', 'eo', 'nghch', 'chnh', 'gi', 'kg', 'k', 'ton', 'b', 'lon', 'gio', 'hng', 'nhanh', 'shipper', 'nhit', 'tnh']",50
"Đồng hồ con gái mình mang rất dễ thương, xài ổn, giá rẻ nữa",ng h con gi mnh mang rt d thng xi n gi r na,"['ng', 'h', 'con', 'gi', 'mnh', 'mang', 'rt', 'd', 'thng', 'xi', 'n', 'gi', 'r', 'na']",50
"Màu sắc:Đúng
Chất liệu:Đuang

Chỉnh thời giản chuẩn ngoài đời ko đc lên 4 sao thôi","mu scng
cht liuuang

chnh thi gin chun ngoi i ko c ln  sao thi","['mu', 'scng', 'cht', 'liuuang', 'chnh', 'thi', 'gin', 'chun', 'ngoi', 'i', 'ko', 'c', 'ln', 'sao', 'thi']",50
Đúng với mô tả:hiệu ứng và màu sắc ánh sáng ko điều. đồ ko đồng thì vậy cũng đc mà phải free ship thì sẽ oke hơn,ng vi m thiu ng v mu sc nh sng ko iu  ko ng th vy cng c m phi free ship th s oke hn,"['ng', 'vi', 'm', 'thiu', 'ng', 'v', 'mu', 'sc', 'nh', 'sng', 'ko', 'iu', 'ko', 'ng', 'th', 'vy', 'cng', 'c', 'm', 'phi', 'free', 'ship', 'th', 's', 'oke', 'hn']",50
"Đúng với mô tả:bao bì gói xinh

Nên mua nhẫn đẹp xinh đeo sang lắm","ng vi m tbao b gi xinh

nn mua nhn p xinh eo sang lm","['ng', 'vi', 'm', 'tbao', 'b', 'gi', 'xinh', 'nn', 'mua', 'nhn', 'p', 'xinh', 'eo', 'sang', 'lm']",50
"Màu sắc:kh đúng í
Chất liệu:Bình thường

Nó kh như mình mong muốn 😒","mu sckh ng 
cht liubnh thng

n kh nh mnh mong mun ","['mu', 'sckh', 'ng', 'cht', 'liubnh', 'thng', 'n', 'kh', 'nh', 'mnh', 'mong', 'mun']",50
"Hàng giao nhanh, đóng gói cẩn thận hàng đẹp",hng giao nhanh ng gi cn thn hng p,"['hng', 'giao', 'nhanh', 'ng', 'gi', 'cn', 'thn', 'hng', 'p']",50
cho em bé đeo cũng đẹp.,cho em b eo cng p,"['cho', 'em', 'b', 'eo', 'cng', 'p']",50
"Đúng với mô tả:Đúng với mô tả

Mình hk bt cách chỉnh giờ ,có ai biết chỉ Mình với ạ","ng vi m tng vi m t

mnh hk bt cch chnh gi c ai bit ch mnh vi ","['ng', 'vi', 'm', 'tng', 'vi', 'm', 't', 'mnh', 'hk', 'bt', 'cch', 'chnh', 'gi', 'c', 'ai', 'bit', 'ch', 'mnh', 'vi']",50
"Màu sắc:màu hồng
Đúng với mô tả:đẹp
Chất liệu:nhựa","mu scmu hng
ng vi m tp
cht liunha","['mu', 'scmu', 'hng', 'ng', 'vi', 'm', 'tp', 'cht', 'liunha']",50
"Hàng giao nhanh 
Giá rẻ siêu đẹp","hng giao nhanh 
gi r siu p","['hng', 'giao', 'nhanh', 'gi', 'r', 'siu', 'p']",50
Rẻ đẹp. Xem giờ giấc ok. Giá rẻ chắc không chống nc đc đâu .,r p xem gi gic ok gi r chc khng chng nc c u,"['r', 'p', 'xem', 'gi', 'gic', 'ok', 'gi', 'r', 'chc', 'khng', 'chng', 'nc', 'c', 'u']",50
"Màu sắc:trang
Chất liệu:ko biet

no cung rat co y","mu sctrang
cht liuko biet

no cung rat co y","['mu', 'sctrang', 'cht', 'liuko', 'biet', 'no', 'cung', 'rat', 'co', 'y']",50
"Đúng với mô tả:yé
Chất liệu:kh bt
Màu sắc:đen

Giá hạt rẻ mà ôk lắm","ng vi m ty
cht liukh bt
mu scen

gi ht r m k lm","['ng', 'vi', 'm', 'ty', 'cht', 'liukh', 'bt', 'mu', 'scen', 'gi', 'ht', 'r', 'm', 'k', 'lm']",50
"Đúng với mô tả:ok
Màu sắc:ok
Chất liệu:ok

Rat ok","ng vi m tok
mu scok
cht liuok

rat ok","['ng', 'vi', 'm', 'tok', 'mu', 'scok', 'cht', 'liuok', 'rat', 'ok']",50
Giá rẻ dùng rất on,gi r dng rt on,"['gi', 'r', 'dng', 'rt', 'on']",50
🤣🤣🤣🤣để cho trẻ con chơi thì OK lắm nhé,cho tr con chi th ok lm nh,"['cho', 'tr', 'con', 'chi', 'th', 'ok', 'lm', 'nh']",50
"Màu sắc:trắng
Đúng với mô tả:đẹp
Chất liệu:được

Đẹp","mu sctrng
ng vi m tp
cht liuc

p","['mu', 'sctrng', 'ng', 'vi', 'm', 'tp', 'cht', 'liuc', 'p']",50
"Đồ chơi của thì đc , chứ giá này mà đc cái đồng hồ thì có mà ia",chi ca th c  ch gi ny m c ci ng h th c m ia,"['chi', 'ca', 'th', 'c', 'ch', 'gi', 'ny', 'm', 'c', 'ci', 'ng', 'h', 'th', 'c', 'm', 'ia']",50
"Màu sắc:đúng với ảnh
Đúng với mô tả:sản phẩm tốt","mu scng vi nh
ng vi m tsn phm tt","['mu', 'scng', 'vi', 'nh', 'ng', 'vi', 'm', 'tsn', 'phm', 'tt']",50
"Màu sắc:bạc
Chất liệu:nhôm
Đúng với mô tả:chất Lược","mu scbc
cht liunhm
ng vi m tcht lc","['mu', 'scbc', 'cht', 'liunhm', 'ng', 'vi', 'm', 'tcht', 'lc']",50
Tôi rất hài lòng với mặt hàng này xin cảm ơn,ti rt hi lng vi mt hng ny xin cm n,"['ti', 'rt', 'hi', 'lng', 'vi', 'mt', 'hng', 'ny', 'xin', 'cm', 'n']",50
Đóng gói gọn gàng màu sắc đúng như hình,ng gi gn gng mu sc ng nh hnh,"['ng', 'gi', 'gn', 'gng', 'mu', 'sc', 'ng', 'nh', 'hnh']",50
"Màu sắc:giống
Chất liệu:giống
Đúng với mô tả:giống

Ok","mu scging
cht liuging
ng vi m tging

ok","['mu', 'scging', 'cht', 'liuging', 'ng', 'vi', 'm', 'tging', 'ok']",50
